id,date,group,outcome
ci135948,12/17/23,control,0
ci137175,10/31/23,control,0
ci138887,9/17/23,treatment,0
ci140472,11/29/23,treatment,0
ci140877,9/6/23,control,0
ci141160,11/30/23,control,0
ci141294,12/13/23,control,0
ci141352,8/16/23,control,0
ci141566,10/25/23,treatment,0
ci143110,12/20/23,treatment,0
ci143810,11/2/23,control,0
ci144159,8/31/23,treatment,0
ci145201,8/15/23,control,0
ci14729,11/4/23,treatment,98.27591011
ci149776,10/11/23,control,0
ci150481,11/19/23,control,0
ci15784,9/6/23,control,0
ci15880,9/22/23,control,0
ci16058,12/25/23,control,0
ci17847,11/13/23,control,0
ci19108,11/12/23,control,0
ci19993,11/18/23,control,0
ci20726,11/24/23,treatment,0
ci21636,9/28/23,treatment,0
ci22056,10/6/23,control,0
ci22203,8/30/23,control,0
ci22446,8/14/23,control,0
ci23543,9/4/23,treatment,0
ci24002,10/25/23,control,0
ci24255,9/8/23,treatment,0
ci25104,11/5/23,treatment,0
ci26552,8/22/23,control,0
ci27326,12/14/23,treatment,0
ci27383,11/28/23,treatment,105.598161
ci27517,10/25/23,control,0
ci28389,10/9/23,control,0
ci28875,11/21/23,control,0
ci31318,9/6/23,treatment,0
ci32887,10/25/23,treatment,0
ci32950,11/11/23,treatment,0
ci32958,10/30/23,control,0
ci35774,9/20/23,control,0
ci36733,8/13/23,treatment,0
ci37127,11/30/23,treatment,0
ci38106,12/9/23,control,0
ci38334,12/12/23,treatment,0
ci38722,8/23/23,treatment,0
ci39466,10/19/23,control,0
ci39924,10/12/23,control,0
ci40479,9/5/23,control,0
ci40522,12/30/23,control,0
ci40637,10/8/23,control,0
ci41047,11/20/23,treatment,0
ci42119,11/8/23,treatment,0
ci42415,12/5/23,treatment,0
ci43087,10/27/23,treatment,0
ci44445,12/17/23,treatment,0
ci44626,8/17/23,treatment,0
ci44979,12/13/23,treatment,0
ci45027,11/22/23,control,0
ci49546,8/6/23,treatment,0
ci50523,12/10/23,treatment,0
ci51454,9/14/23,treatment,0
ci54515,11/15/23,control,0
ci55436,9/29/23,control,0
ci57061,11/5/23,treatment,0
ci57201,11/23/23,treatment,0
ci57764,11/13/23,control,0
ci59640,11/12/23,treatment,0
ci60568,12/10/23,control,0
ci61196,8/13/23,control,137.8761381
ci61603,12/6/23,treatment,0
ci64119,9/9/23,treatment,0
ci66214,9/2/23,control,0
ci66307,11/2/23,treatment,0
ci66501,11/27/23,treatment,0
ci67645,11/30/23,treatment,0
ci67712,8/30/23,control,0
ci69605,8/4/23,treatment,0
ci71382,8/18/23,treatment,0
ci71633,10/22/23,treatment,0
ci72643,10/12/23,treatment,0
ci73365,12/29/23,control,0
ci74245,8/20/23,treatment,0
ci75727,8/3/23,control,0
ci76040,11/20/23,treatment,0
ci77058,10/7/23,control,0
ci79908,9/17/23,treatment,0
ci79947,12/26/23,treatment,0
ci80811,11/12/23,treatment,0
ci81421,8/7/23,control,0
ci83433,8/17/23,control,0
ci84006,9/9/23,treatment,0
ci85459,11/10/23,treatment,0
ci85464,10/15/23,treatment,29.56533017
ci87205,12/19/23,treatment,0
ci87952,8/13/23,treatment,0
ci88109,8/16/23,control,0
ci88347,10/25/23,control,0
ci88355,11/10/23,control,0
ci89921,9/10/23,control,0
ci90239,10/7/23,treatment,0
ci90569,9/11/23,treatment,0
ci90738,12/24/23,control,0
ci90976,9/29/23,control,0
ci91163,9/17/23,control,0
ci91994,11/22/23,control,0
ci93034,8/24/23,treatment,0
ci93661,8/14/23,control,0
ci94022,12/5/23,treatment,0
ci94428,11/24/23,control,0
ci95554,9/2/23,control,0
ci97107,11/29/23,control,0
ci98104,8/10/23,control,0
ci99014,8/6/23,treatment,0
ci99568,12/12/23,control,0
cj101836,9/6/23,treatment,0
cj101896,10/5/23,control,0
cj102340,9/17/23,treatment,0
cj102506,12/9/23,treatment,0
cj102652,12/10/23,control,0
cj103883,9/19/23,treatment,0
cj104883,10/29/23,treatment,0
cj105151,9/28/23,control,0
cj105712,8/24/23,control,0
cj106645,10/12/23,control,0
cj109200,9/6/23,control,0
cj109532,8/19/23,control,0
cj112326,8/24/23,treatment,0
cj112443,9/13/23,control,0
cj113218,11/20/23,treatment,0
cj113715,9/11/23,treatment,0
cj113715,12/26/23,control,0
cj114856,12/18/23,control,0
cj117259,8/17/23,treatment,0
cj119471,9/14/23,control,0
cj122125,10/29/23,treatment,136.2250428
cj122600,9/7/23,control,0
cj124545,11/11/23,control,0
cj12487,10/30/23,treatment,0
cj12555,12/17/23,control,0
cj128834,12/14/23,treatment,0
cj12914,8/11/23,treatment,0
cj129352,9/26/23,treatment,0
cj131352,10/7/23,control,0
cj131937,11/11/23,control,0
cj132398,10/1/23,control,0
cj134843,9/25/23,control,0
cj13557,12/30/23,treatment,0
cj137440,8/27/23,treatment,0
cj139570,10/18/23,control,0
cj139697,10/15/23,control,0
cj140276,11/13/23,treatment,0
cj141825,12/18/23,treatment,0
cj143021,11/8/23,control,0
cj144419,10/22/23,control,0
cj145059,10/28/23,treatment,0
cj146011,10/27/23,treatment,0
cj146502,11/3/23,treatment,0
cj147051,11/17/23,treatment,0
cj147242,8/26/23,control,0
cj147606,12/13/23,treatment,0
cj147692,10/13/23,control,0
cj147965,12/28/23,treatment,114.6833856
cj148181,9/18/23,treatment,82.37379406
cj150049,10/6/23,control,0
cj150559,10/27/23,control,0
cj15417,8/18/23,control,0
cj16703,10/2/23,control,0
cj16730,9/26/23,treatment,0
cj16732,10/30/23,control,0
cj16758,11/12/23,control,0
cj17596,8/10/23,treatment,0
cj17919,8/25/23,control,0
cj18486,10/5/23,treatment,0
cj18535,9/24/23,treatment,0
cj19052,10/16/23,treatment,0
cj19802,11/14/23,control,0
cj22062,9/28/23,treatment,0
cj22914,10/26/23,treatment,0
cj23195,11/28/23,control,0
cj23573,8/11/23,control,0
cj24316,9/21/23,treatment,0
cj25665,9/28/23,control,0
cj27222,9/23/23,treatment,0
cj27791,11/7/23,treatment,0
cj30519,9/29/23,control,0
cj32525,9/29/23,control,0
cj33063,12/19/23,control,0
cj33318,8/4/23,treatment,0
cj33624,11/14/23,control,0
cj35102,10/7/23,treatment,0
cj35709,10/25/23,control,0
cj36106,10/16/23,treatment,0
cj36168,10/27/23,treatment,0
cj37836,9/5/23,control,91.24876083
cj39168,12/23/23,control,0
cj41554,10/1/23,treatment,0
cj43367,11/9/23,treatment,0
cj45705,12/15/23,treatment,0
cj46521,11/28/23,control,0
cj46922,9/26/23,control,0
cj48537,10/7/23,control,0
cj49737,12/24/23,control,0
cj50827,11/11/23,treatment,0
cj51149,10/11/23,control,0
cj51651,8/12/23,treatment,0
cj51812,8/15/23,control,0
cj52964,8/25/23,control,0
cj53552,10/12/23,treatment,0
cj53724,8/27/23,treatment,0
cj55736,12/20/23,treatment,0
cj56494,12/20/23,treatment,0
cj56563,9/28/23,treatment,0
cj58018,9/9/23,control,0
cj58657,8/24/23,treatment,0
cj59092,12/29/23,treatment,0
cj59835,11/10/23,treatment,165.3477449
cj59972,9/3/23,control,0
cj61481,9/4/23,control,0
cj62013,10/22/23,control,0
cj62947,10/1/23,treatment,0
cj63630,12/12/23,control,0
cj63657,11/1/23,treatment,0
cj65829,8/19/23,treatment,0
cj66759,8/9/23,treatment,0
cj67321,12/3/23,treatment,0
cj68772,10/1/23,control,0
cj70434,9/18/23,treatment,134.815915
cj72020,12/28/23,control,0
cj72952,11/11/23,treatment,0
cj73041,8/30/23,control,0
cj73690,9/2/23,treatment,0
cj74435,12/7/23,treatment,0
cj76994,10/16/23,treatment,0
cj77019,11/24/23,control,0
cj78489,10/1/23,control,0
cj78683,12/6/23,control,0
cj81211,11/24/23,control,168.5397696
cj81853,12/4/23,treatment,82.14073512
cj82728,9/27/23,treatment,0
cj84044,10/9/23,control,0
cj84439,12/9/23,treatment,0
cj85582,11/16/23,control,0
cj86829,10/22/23,treatment,0
cj87313,8/27/23,treatment,0
cj89716,10/15/23,control,0
cj90053,11/6/23,treatment,0
cj92814,10/20/23,treatment,0
cj93310,10/20/23,control,32.1350953
cj94276,11/23/23,treatment,0
cj94894,8/14/23,control,0
cj97804,10/13/23,treatment,0
cj98338,11/2/23,treatment,0
cj98609,12/6/23,control,0
cj98636,8/24/23,control,0
cj99292,10/23/23,treatment,0
ck101277,12/4/23,control,49.95003821
ck101813,10/11/23,treatment,0
ck104658,8/3/23,control,0
ck105833,8/3/23,treatment,0
ck105916,8/13/23,control,0
ck105982,8/1/23,treatment,0
ck106022,12/29/23,control,0
ck106639,9/9/23,control,0
ck106830,12/5/23,control,0
ck109539,8/8/23,control,0
ck110911,11/10/23,treatment,0
ck112587,8/24/23,control,0
ck115288,12/17/23,control,0
ck116018,9/18/23,treatment,0
ck116236,9/26/23,treatment,0
ck116585,12/20/23,treatment,0
ck116924,10/8/23,treatment,0
ck118062,11/27/23,control,0
ck118243,9/14/23,control,0
ck11984,8/6/23,control,0
ck12194,8/29/23,control,0
ck122528,10/21/23,control,0
ck125402,10/24/23,treatment,0
ck125464,8/30/23,control,0
ck12554,12/23/23,control,0
ck127289,9/10/23,treatment,0
ck129088,9/10/23,control,0
ck129112,12/5/23,treatment,0
ck130849,9/17/23,treatment,0
ck131669,11/10/23,treatment,0
ck131806,10/11/23,treatment,0
ck132601,9/29/23,control,0
ck133594,10/8/23,control,162.0615559
ck135085,9/5/23,treatment,0
ck136399,12/2/23,treatment,0
ck13658,10/1/23,treatment,0
ck137111,9/28/23,treatment,0
ck139212,10/13/23,control,0
ck139298,10/25/23,treatment,0
ck13936,11/26/23,control,0
ck139807,10/24/23,treatment,0
ck14032,8/14/23,control,0
ck140669,9/7/23,control,0
ck141356,11/10/23,treatment,0
ck141819,11/20/23,control,0
ck142005,11/14/23,control,0
ck144606,10/3/23,treatment,0
ck144785,9/14/23,treatment,0
ck144936,10/28/23,control,0
ck145923,8/19/23,control,0
ck146159,11/25/23,control,0
ck146753,12/19/23,control,0
ck146923,12/29/23,control,0
ck149839,11/5/23,treatment,0
ck150590,11/2/23,control,0
ck16349,8/4/23,treatment,0
ck17347,12/1/23,treatment,0
ck17685,11/2/23,control,0
ck18477,12/21/23,control,28.37016918
ck20551,9/2/23,control,0
ck22931,8/31/23,treatment,0
ck23383,12/1/23,treatment,0
ck23827,8/17/23,treatment,0
ck23918,8/31/23,control,0
ck24109,9/18/23,control,0
ck24672,8/26/23,treatment,0
ck24927,9/22/23,treatment,0
ck25116,11/19/23,control,0
ck27368,11/26/23,treatment,0
ck27968,12/16/23,treatment,0
ck29244,11/14/23,control,0
ck29442,12/27/23,treatment,0
ck30031,12/8/23,control,0
ck33750,8/11/23,control,0
ck35973,8/21/23,control,0
ck37073,11/28/23,control,0
ck37180,8/5/23,treatment,0
ck42136,9/13/23,treatment,0
ck42574,10/18/23,treatment,0
ck43534,8/25/23,control,0
ck45147,8/22/23,control,0
ck45241,12/15/23,treatment,0
ck46420,9/14/23,treatment,0
ck46469,12/8/23,control,0
ck48356,10/21/23,treatment,0
ck50010,10/25/23,treatment,0
ck50046,10/31/23,control,0
ck51333,10/25/23,treatment,0
ck52872,10/29/23,control,0
ck54819,8/27/23,treatment,0
ck55242,8/17/23,treatment,0
ck55646,11/27/23,control,0
ck57271,8/9/23,control,0
ck57293,9/8/23,treatment,0
ck57965,9/18/23,control,0
ck58073,8/19/23,control,0
ck60249,12/22/23,treatment,0
ck60843,12/13/23,treatment,0
ck61718,9/24/23,treatment,0
ck62081,12/10/23,control,0
ck62795,12/18/23,control,0
ck65860,9/18/23,treatment,0
ck67915,12/2/23,treatment,0
ck67997,8/11/23,control,0
ck69830,10/21/23,control,0
ck70950,11/17/23,treatment,0
ck73895,10/14/23,treatment,0
ck76063,10/19/23,treatment,0
ck76404,9/18/23,control,0
ck78957,11/9/23,treatment,0
ck80086,10/13/23,treatment,0
ck80442,9/5/23,treatment,0
ck80930,9/10/23,treatment,0
ck81524,12/28/23,control,0
ck82168,12/9/23,control,0
ck82445,10/20/23,control,0
ck82648,9/21/23,control,0
ck85230,12/1/23,treatment,0
ck85760,8/18/23,control,0
ck85942,12/2/23,control,0
ck89013,12/13/23,treatment,0
ck89747,9/8/23,treatment,0
ck94959,10/13/23,control,0
ck95655,8/10/23,control,0
ck96689,8/15/23,treatment,0
ck97231,9/1/23,control,0
ck98526,9/23/23,control,0
ck98883,11/17/23,control,0
cl100145,9/8/23,control,55.66385651
cl101720,9/30/23,control,0
cl102518,12/12/23,treatment,0
cl104686,10/20/23,control,0
cl105395,9/28/23,treatment,0
cl105448,11/29/23,control,0
cl105520,10/3/23,treatment,0
cl106277,9/7/23,treatment,0
cl107046,10/12/23,treatment,0
cl107243,12/17/23,treatment,0
cl107444,12/18/23,control,0
cl108438,8/10/23,treatment,0
cl108858,8/1/23,control,0
cl108906,12/29/23,treatment,0
cl109147,10/15/23,treatment,0
cl110718,10/3/23,treatment,0
cl110980,8/16/23,control,0
cl111358,8/23/23,treatment,0
cl111556,12/12/23,treatment,0
cl111600,10/6/23,treatment,0
cl113667,11/1/23,control,0
cl113761,9/9/23,treatment,0
cl114673,11/27/23,treatment,0
cl115851,9/15/23,treatment,92.96852883
cl116009,11/29/23,control,0
cl116363,8/27/23,control,0
cl116363,12/1/23,treatment,0
cl11646,8/16/23,treatment,0
cl116763,8/16/23,treatment,0
cl116991,9/10/23,control,0
cl120006,10/20/23,control,0
cl121262,12/21/23,control,0
cl121545,9/2/23,control,0
cl124128,10/25/23,control,0
cl124165,11/16/23,treatment,0
cl12517,12/24/23,control,0
cl12592,11/7/23,treatment,0
cl126414,8/6/23,treatment,0
cl128857,8/15/23,control,0
cl130474,10/19/23,treatment,0
cl131865,9/11/23,control,143.5522155
cl133300,10/7/23,treatment,0
cl134085,12/23/23,control,81.22271641
cl135009,8/13/23,control,0
cl135058,11/24/23,treatment,0
cl135998,11/12/23,control,0
cl136469,9/27/23,treatment,0
cl137205,9/23/23,treatment,0
cl137439,8/12/23,treatment,0
cl138380,11/24/23,treatment,0
cl138921,10/2/23,treatment,36.81587259
cl139952,10/31/23,control,0
cl140903,11/2/23,control,0
cl142253,9/12/23,control,0
cl143065,12/29/23,control,0
cl145933,11/18/23,treatment,0
cl145977,9/11/23,control,0
cl147149,10/9/23,treatment,0
cl148671,10/1/23,treatment,0
cl149317,12/26/23,treatment,0
cl149323,10/2/23,treatment,0
cl150543,9/25/23,treatment,171.848304
cl16974,9/24/23,treatment,0
cl17899,11/12/23,treatment,0
cl18181,8/16/23,treatment,0
cl19935,10/7/23,treatment,0
cl22095,9/11/23,treatment,0
cl23676,9/8/23,treatment,0
cl28568,11/26/23,treatment,0
cl31845,10/12/23,treatment,0
cl33674,10/15/23,control,0
cl35562,10/23/23,treatment,0
cl35658,12/3/23,control,0
cl35906,10/3/23,control,0
cl36442,11/3/23,treatment,0
cl36942,10/24/23,control,74.33246869
cl37060,12/17/23,treatment,0
cl41524,9/7/23,control,0
cl41555,11/11/23,treatment,0
cl46172,12/4/23,treatment,0
cl49064,12/9/23,control,0
cl50413,11/18/23,treatment,0
cl52830,11/28/23,treatment,0
cl53177,9/16/23,control,0
cl54120,10/30/23,control,0
cl55357,12/20/23,treatment,0
cl56394,9/28/23,treatment,0
cl56459,9/9/23,control,0
cl57860,11/8/23,control,0
cl59366,12/9/23,control,0
cl59634,12/8/23,control,0
cl64551,12/30/23,control,0
cl64671,8/25/23,control,0
cl65015,12/1/23,control,0
cl65441,9/18/23,control,0
cl66704,8/16/23,control,0
cl66974,10/31/23,treatment,0
cl67347,11/12/23,treatment,0
cl67814,10/20/23,control,0
cl68288,11/7/23,control,0
cl68387,9/27/23,treatment,0
cl69406,12/20/23,control,139.0664106
cl69525,8/26/23,control,0
cl70129,9/1/23,control,0
cl70316,10/7/23,treatment,0
cl71083,8/23/23,treatment,0
cl72487,8/1/23,treatment,0
cl72589,12/21/23,treatment,0
cl73181,11/5/23,control,0
cl73805,11/18/23,control,0
cl74870,10/24/23,control,0
cl75514,10/27/23,control,0
cl77375,12/21/23,treatment,0
cl79795,11/28/23,control,0
cl80636,9/5/23,control,0
cl80673,12/30/23,control,0
cl80725,10/24/23,treatment,0
cl82556,10/4/23,control,0
cl82895,12/5/23,control,0
cl84582,10/13/23,control,0
cl85686,12/12/23,treatment,0
cl86160,10/9/23,treatment,0
cl87042,11/14/23,control,0
cl88020,9/26/23,treatment,0
cl88349,9/3/23,treatment,0
cl88919,11/19/23,control,0
cl89849,10/6/23,treatment,0
cl91894,12/4/23,control,0
cl91914,9/18/23,treatment,0
cl94381,9/24/23,control,0
cl94560,10/29/23,control,0
cl95722,11/13/23,treatment,0
cl96234,11/30/23,control,0
cl96608,8/20/23,treatment,0
cl98919,11/25/23,treatment,0
cl99195,10/7/23,control,0
cl99641,10/9/23,treatment,0
cl99708,10/29/23,control,0
cl99745,8/16/23,treatment,0
cm100348,10/12/23,control,0
cm100540,9/9/23,control,0
cm102179,9/6/23,control,0
cm102263,9/20/23,control,0
cm102936,10/13/23,treatment,0
cm102936,11/4/23,treatment,0
cm104582,10/22/23,control,0
cm105011,10/20/23,treatment,0
cm105664,10/2/23,treatment,0
cm106054,12/14/23,control,0
cm107485,11/25/23,treatment,0
cm107897,8/16/23,control,0
cm108249,9/25/23,treatment,0
cm110585,9/29/23,treatment,0
cm111585,11/23/23,control,0
cm111897,8/19/23,treatment,0
cm111943,9/27/23,control,0
cm112446,9/17/23,treatment,0
cm113079,9/29/23,treatment,0
cm113365,12/12/23,control,0
cm114470,10/26/23,control,61.61800005
cm114496,10/28/23,control,0
cm114637,12/12/23,control,0
cm115167,12/28/23,treatment,0
cm116384,11/23/23,treatment,0
cm116415,9/19/23,treatment,0
cm116977,9/11/23,treatment,0
cm118588,11/13/23,control,0
cm118991,12/3/23,treatment,0
cm119207,12/15/23,treatment,0
cm121158,12/21/23,control,0
cm121541,11/10/23,control,0
cm12340,11/1/23,control,0
cm125247,9/20/23,control,0
cm126536,10/13/23,treatment,0
cm127842,9/1/23,control,0
cm128510,9/4/23,treatment,0
cm128824,12/9/23,treatment,0
cm129368,10/26/23,treatment,0
cm131435,8/3/23,control,0
cm13229,10/13/23,control,0
cm132429,11/26/23,treatment,0
cm133921,11/20/23,treatment,0
cm135063,9/8/23,control,0
cm136509,10/27/23,control,0
cm139508,8/30/23,treatment,0
cm141367,10/15/23,treatment,0
cm142300,8/18/23,treatment,0
cm145727,11/15/23,treatment,0
cm14816,8/30/23,treatment,0
cm148226,9/8/23,treatment,0
cm148296,8/5/23,treatment,0
cm149300,8/29/23,control,0
cm150540,8/12/23,treatment,0
cm16087,11/28/23,control,0
cm16352,8/31/23,treatment,0
cm16606,10/22/23,treatment,0
cm17792,11/27/23,control,0
cm18208,12/19/23,control,0
cm18619,8/16/23,control,0
cm21856,11/2/23,control,0
cm23471,9/13/23,treatment,0
cm23757,11/2/23,treatment,0
cm23769,11/29/23,treatment,0
cm23787,11/24/23,treatment,0
cm24329,9/26/23,treatment,0
cm26085,11/20/23,control,0
cm28231,8/7/23,treatment,0
cm30047,8/18/23,control,162.5290987
cm30134,11/26/23,treatment,0
cm30323,8/13/23,treatment,0
cm30413,10/24/23,control,0
cm30660,9/7/23,control,0
cm32008,11/3/23,control,0
cm32473,10/13/23,control,0
cm34320,11/23/23,control,0
cm34576,10/19/23,control,0
cm35388,12/12/23,treatment,0
cm36814,8/25/23,control,0
cm36859,11/21/23,control,0
cm37733,8/9/23,treatment,0
cm38664,10/1/23,treatment,0
cm38666,10/19/23,treatment,0
cm38737,9/29/23,treatment,0
cm39071,10/23/23,control,0
cm39251,8/3/23,treatment,0
cm40006,12/21/23,treatment,0
cm40271,11/18/23,treatment,0
cm43011,10/29/23,treatment,0
cm43208,8/3/23,treatment,0
cm44284,11/28/23,control,0
cm44453,12/20/23,treatment,0
cm47015,8/20/23,treatment,0
cm49775,12/5/23,control,0
cm49955,8/24/23,treatment,0
cm51301,9/9/23,treatment,0
cm54828,10/24/23,control,0
cm56042,10/9/23,treatment,0
cm56916,10/5/23,treatment,0
cm56982,9/11/23,control,0
cm59491,9/4/23,treatment,0
cm59602,8/25/23,control,56.90221286
cm59602,11/18/23,treatment,0
cm60611,9/28/23,control,0
cm61438,8/29/23,treatment,0
cm61596,12/23/23,treatment,0
cm62156,10/15/23,control,0
cm63928,10/27/23,control,0
cm64135,12/29/23,control,0
cm64542,11/7/23,treatment,0
cm64813,11/27/23,control,0
cm64938,12/7/23,control,0
cm65050,8/20/23,control,0
cm66611,11/16/23,control,0
cm66993,11/12/23,treatment,0
cm72527,10/22/23,control,0
cm73300,11/4/23,treatment,0
cm74023,9/30/23,treatment,0
cm75769,11/22/23,treatment,0
cm76903,9/13/23,treatment,0
cm77618,10/18/23,treatment,0
cm78836,10/31/23,control,0
cm81565,9/19/23,treatment,0
cm82595,10/4/23,control,0
cm83924,12/4/23,control,0
cm85074,10/23/23,control,0
cm85741,8/12/23,control,0
cm88836,12/2/23,control,99.31502685
cm91607,10/11/23,treatment,0
cm93208,10/27/23,treatment,0
cm94508,8/1/23,treatment,0
cm95570,11/12/23,control,0
cm97928,11/17/23,treatment,0
cm98214,9/25/23,control,0
cm98373,11/12/23,treatment,0
cm98858,10/6/23,control,0
cn100172,11/6/23,treatment,0
cn100660,8/23/23,treatment,0
cn101096,8/13/23,control,0
cn101766,8/7/23,control,0
cn101784,8/6/23,treatment,0
cn102279,11/5/23,treatment,0
cn103622,11/18/23,treatment,0
cn105137,8/17/23,control,0
cn106092,12/6/23,treatment,0
cn106736,10/13/23,control,0
cn107102,8/12/23,treatment,0
cn108010,8/11/23,treatment,0
cn108973,11/6/23,treatment,44.11586074
cn110439,9/16/23,control,0
cn110442,12/15/23,treatment,0
cn110762,10/4/23,treatment,0
cn113836,8/19/23,treatment,0
cn113904,10/21/23,treatment,0
cn114779,8/12/23,control,0
cn116531,8/3/23,treatment,0
cn116960,10/12/23,treatment,0
